None	Undir hvaða nafni er Winona Laura Horowitz þekktari	Winona Ryder	Undir hvaða nafni er Winona Laura Horowitz þekktari
None	Undir hvaða nafni varð Agatha May Clarissa Miller Christie Mallowan fræg	Agatha Christie	Undir hvaða nafni varð Agatha May Clarissa Miller Christie Mallowan fræg
None	Undir hvaða nafni var Norma Jean Mortenson (seinna Baker) þekktari	Marilyn Monroe	Undir hvaða nafni var Norma Jean Mortenson seinna Baker þekktari
None	Úr hárum hvaða dýra eru fínustu penslar listamanna búnir til	Svína	Úr hárum hvaða dýra eru fínustu penslar listamanna búnir til
None	Var Jónas frá Hriflu einhvern tíma forsætisráðherra	Nei	Var Jónas frá Hriflu einhvern tíma forsætisráðherra
None	Við hvaða bæ í Skagafirði var skáldið Hjálmar Jónsson kenndur	Bólu	Við hvaða bæ í Skagafirði var skáldið Hjálmar Jónsson kenndur
None	Við hvaða borg er Orly flugvöllur	París	Við hvaða borg er Orly flugvöllur
None	Við hvaða fjörð liggur Búðardalur	Hvammsfjörð	Við hvaða fjörð liggur Búðardalur
None	Við hvaða götu stendur ráðhús Reykjavíkur	Vonarstræti	Við hvaða götu stendur ráðhús Reykjavíkur
None	Við hvaða skaga er Pelópsskagastríðið kennt	Pelópsskaga	Við hvaða skaga er Pelópsskagastríðið kennt
None	Því ekkert er til nema aðeins það sem er ekki til er dæmi um...	Þversögn	 Því ekkert er til nema aðeins það sem er ekki til er dæmi um 
None	Því lífið breytir engu --- nema því sem skiptir máli er dæmi um	Þversögn	 Því lífið breytir engu nema því sem skiptir máli er dæmi um
None	8 ára stríð var á milli Íraks og hvaða lands	Írans	átta ára stríð var á milli Íraks og hvaða lands
None	8 ára stríð var á milli Írans og hvaða lands	Íraks	átta ára stríð var á milli Írans og hvaða lands
None	Af hvaða fyrirtæki dregur Bankastræti í Reykjavík nafn sitt	Landsbanka Íslands	Af hvaða fyrirtæki dregur Bankastræti í Reykjavík nafn sitt
None	Af hverjum tók Lyndon B. Johnson við sem forseti Bandaríkjanna	John F. Kennedy	Af hverjum tók Lyndon B Johnson við sem forseti Bandaríkjanna
None	Á hvaða mánaðardegi (dagur. mánuð) er Verkalýðsdagurinn	1. maí	Á hvaða mánaðardegi dagur mánuð er Verkalýðsdagurinn
None	Á hvaða mánaðardegi (dagur. mánuður) er annar jóladagur	26. desember	Á hvaða mánaðardegi dagur mánuður er annar jóladagur
None	Á hvaða vikudegi er annar Páskadagur	Mánudegi	Á hvaða vikudegi er annar Páskadagur
None	Á hvaða vikudegi er bolludagur	Mánudegi	Á hvaða vikudegi er bolludagur
None	Á hvaða vikudegi er Páskadagur	Sunnudegi	Á hvaða vikudegi er Páskadagur
None	Á hvaða vikudegi er sprengidagur	Þriðjudegi	Á hvaða vikudegi er sprengidagur
None	Á hvaða vikudegi er Uppstigningardagur	Fimmtudegi	Á hvaða vikudegi er Uppstigningardagur
None	Ef þessum bandaríkjaforsetum væri stillt upp hlið við hlið, hvor væri hærri: Ronald Reagan eða Abraham Lincoln	Abraham Lincoln	Ef þessum bandaríkjaforsetum væri stillt upp hlið við hlið hvor væri hærri 
None	Frá hvaða landi eru lífverðir Páfans	Sviss	Frá hvaða landi eru lífverðir Páfans
None	Frá hvaða landi koma LEGO vörurnar	Danmörku	Frá hvaða landi koma L E G O vörurnar
None	Frá hvaða stað í London er heimstíminn mældur	Greenwich	Frá hvaða stað í London er heimstíminn mældur
None	Fyrir hvaða flokk situr Jóhanna Sigurðardóttir á þingi (2009)	Samfylkinguna	Fyrir hvaða flokk situr Jóhanna Sigurðardóttir á þingi tvö þúsund og níu 
None	Fyrir hvaða ritverk er J. K. Rowling þekkt	Harry Potter	Fyrir hvaða ritverk er J K Rowling þekkt
None	Fyrir hvað er Alfred Henry "Freddy" Heineken þekktur	Heineken bjór	Fyrir hvað er Alfred Henry Freddy Heineken þekktur
None	Green Goblin er erkióvinur hvaða ofurhetju	Spider Man	Green Goblin er erkióvinur hvaða ofurhetju
None	Hvaða Apolloleiðangur var hætt kominn á heimleið árið 1970	Apollo 13	Hvaða Apolloleiðangur var hætt kominn á heimleið árið nítján hundruð og sjötíu
None	Hvaða ár fékk Ísland sjálfstæði	1944	Hvaða ár fékk Ísland sjálfstæði
None	Hvaða ár lést Díana prinsessa	1997	Hvaða ár lést Díana prinsessa
None	Hvaða ár lést Elvis Presley	1977	Hvaða ár lést Elvis Presley
None	Hvaða ár nam Ingólfur Arnarson land á Íslandi	874	Hvaða ár nam Ingólfur Arnarson land á Íslandi
None	Hvaða arnartegund er þjóðartákn Bandaríkjamanna	Skallaörn	Hvaða arnartegund er þjóðartákn Bandaríkjamanna
None	Hvaða ár réðust Þjóðverjar inn í Sovétríkin	1941	Hvaða ár réðust Þjóðverjar inn í Sovétríkin
None	Hvaða ár steig Neil Armstrong á tunglið	1969	Hvaða ár steig Neil Armstrong á tunglið
None	Hvaða ár tók stjórnarskrá Íslands gildi	1874	Hvaða ár tók stjórnarskrá Íslands gildi
None	Hvaða ár var Alþingi endurreist í Reykjavík	1845	Hvaða ár var Alþingi endurreist í Reykjavík
None	Hvaða ár varð Hólmfríður Karlsdóttir kosin ungfrú heimur	1985	Hvaða ár varð Hólmfríður Karlsdóttir kosin ungfrú heimur
None	Hvaða ár var hringvegurinn opnaður	1974	Hvaða ár var hringvegurinn opnaður
None	Hvaða ár var John F. Kennedy myrtur	1963	Hvaða ár var John F Kennedy myrtur
None	Hvaða ár var John Lennon myrtur	1980	Hvaða ár var John Lennon myrtur
None	Hvaða ávöxtur er þurrkaður til að framleiða rúsínur	Vínber	Hvaða ávöxtur er þurrkaður til að framleiða rúsínur
None	Hvaða bær er á u.þ.b. 66°N og 18°V	Akureyri	Hvaða bær er á um það bil sextíu og sex gráður norður og átján gráður V
None	Hvaða borðspil er það mest selda í heiminum	Monopoly	Hvaða borðspil er það mest selda í heiminum
None	Hvaða borg er á u.þ.b. 64°N og 21°V	Reykjavík	Hvaða borg er á um það bil sextíu og fjórar gráður norður og tuttugu og eitt gráður V
None	Hvaða borg er miðstöð fjárhættuspilara í vesturríkjum Bandaríkjanna	Las Vegas	Hvaða borg er miðstöð fjárhættuspilara í vesturríkjum Bandaríkjanna
None	Hvaða dagblað var stofnað 1913	Morgunblaðið	Hvaða dagblað var stofnað nítján hundruð og þrettán
None	Hvaða dagur er á eftir föstudegi	Laugardagur	Hvaða dagur er á eftir föstudegi
None	Hvaða dagur er á eftir laugardegi	Sunnudagur	Hvaða dagur er á eftir laugardegi
None	Hvaða dagur er á eftir mánudegi	Þriðjudagur	Hvaða dagur er á eftir mánudegi
None	Hvaða dagur er á eftir sunnudegi	Mánudagur	Hvaða dagur er á eftir sunnudegi
None	Hvaða dagur er á eftir þriðjudegi	Miðvikudagur	Hvaða dagur er á eftir þriðjudegi
None	Hvaða dagur er á undan fimmtudegi	Miðvikudagur	Hvaða dagur er á undan fimmtudegi
None	Hvaða dagur er á undan miðvikudegi	Þriðjudagur	Hvaða dagur er á undan miðvikudegi
None	Hvaða dagur er á undan sunnudegi	Laugardagur	Hvaða dagur er á undan sunnudegi
None	Hvaða dagur er á undan þriðjudegi	Mánudagur	Hvaða dagur er á undan þriðjudegi
None	Hvaða embættismaður afhendir fálkaorðuna	Forseti Íslands	Hvaða embættismaður afhendir fálkaorðuna
None	Hvaða Evrópuland á einungis landamæri að Spáni	Portúgal	Hvaða Evrópuland á einungis landamæri að Spáni
None	Hvaða Evrópuríki er aftast í stafrófinu miðað við íslenskt heiti þess	Þýskaland	Hvaða Evrópuríki er aftast í stafrófinu miðað við íslenskt heiti þess
None	Hvaða fjall kleif Haraldur Örn pólfari síðast, árið 2002 og lauk þar með því sem kallað er "Grand Slam"	Mount Everest	Hvaða fjall kleif Haraldur Örn pólfari síðast árið tvö þúsund og tvö og lauk þar með því sem kallað er Grand Slam 
None	Hvaða fræga Hollywood leikkona giftist Rainier fursta af Mónakó	Grace Kelly	Hvaða fræga Hollywood leikkona giftist Rainier fursta af Mónakó
None	Hvaða frægi körfuboltamaður spilaði allan sinn feril með númerið 23	Michael Jordan	Hvaða frægi körfuboltamaður spilaði allan sinn feril með númerið tuttugu og þrjú
None	Hvaða frægu fossar eru á landamærum Kanada og Bandaríkjanna	Niagara	Hvaða frægu fossar eru á landamærum Kanada og Bandaríkjanna
None	Hvaða frægu styttu hannaði Frederic Auguste Bartholdi	Frelsisstyttuna	Hvaða frægu styttu hannaði Frederic Auguste Bartholdi
None	Hvaða fugl er friðartákn	Dúfa	Hvaða fugl er friðartákn
None	Hvaða fylki Bandaríkjanna er yngst	Hawaii	Hvaða fylki Bandaríkjanna er yngst
None	Hvaða garður opnaði á íslandi árið 1990	Húsdýragarðurinn	Hvaða garður opnaði á íslandi árið nítján hundruð og níutíu
None	Hvaða gata í Reykjavík er nefnd eftir Gretti Ásmundarsyni	Grettisgata	Hvaða gata í Reykjavík er nefnd eftir Gretti Ásmundarsyni
None	Hvaða gjaldmiðill var notaður á Ítalíu, áður en evran var tekin í notkun	Líra	Hvaða gjaldmiðill var notaður á Ítalíu áður en evran var tekin í notkun
None	Hvaða heimsálfa fannst næstseinast	Eyjaálfa	Hvaða heimsálfa fannst næstseinast
None	Hvaða heitir dóttir Bill og Hillary Clinton	Chelsea	Hvaða heitir dóttir Bill og Hillary Clinton
None	Hvaða íslenska eyja nær lengst til norðurs	Kolbeinsey	Hvaða íslenska eyja nær lengst til norðurs
None	Hvaða íþrótt var bönnuð með lögum á Íslandi árið 1956	Hnefaleikar	Hvaða íþrótt var bönnuð með lögum á Íslandi árið nítján hundruð fimmtíu og sex
None	Hvaða jólasveinn kemur annar til byggða	Giljagaur	Hvaða jólasveinn kemur annar til byggða
None	Hvaða kona varð sú fyrsta í heimi til að verða forseti síns lands	Vigdís Finnbogadóttir	Hvaða kona varð sú fyrsta í heimi til að verða forseti síns lands
None	Hvaða land á landamæri að Kanada og Mexíkó	Bandaríkin	Hvaða land á landamæri að Kanada og Mexíkó
None	Hvaða land er kallað land hinna þúsund vatna	Finnland	Hvaða land er kallað land hinna þúsund vatna
None	Hvaða land hefur landamæri að Noregi, Svíþjóð og Rússlandi	Finnland	Hvaða land hefur landamæri að Noregi Svíþjóð og Rússlandi
None	Hvaða landi tilheyrir Páskaeyja	Chile	Hvaða landi tilheyrir Páskaeyja
None	Hvaða land vann heimsmeistaratitilinn í fótbolta árið 1994	Brasilía	Hvaða land vann heimsmeistaratitilinn í fótbolta árið nítján hundruð níutíu og fjögur
None	Hvaða land vann heimsmeistaratitilinn í fótbolta árið 1998	Frakkland	Hvaða land vann heimsmeistaratitilinn í fótbolta árið nítján hundruð níutíu og átta
None	Hvaða land vann heimsmeistaratitilinn í fótbolta árið 2002	Brasilía	Hvaða land vann heimsmeistaratitilinn í fótbolta árið tvö þúsund og tvö
None	Hvaða leiðtogi varð á tíunda áratug síðustu aldar forseti þjóðar sinnar eftir að hafa eytt rúmlega 25 árum í fangelsi	Nelson Mandela	Hvaða leiðtogi varð á tíunda áratug síðustu aldar forseti þjóðar sinnar eftir að hafa eytt rúmlega tuttugu og fimm árum í fangelsi
None	Hvaða lið var fyrst Íslandsmeistari í knattspyrnu kvenna	FH	Hvaða lið var fyrst Íslandsmeistari í knattspyrnu kvenna
None	Hvaða litur kemur út þegar gulu og bláu er blandað saman	Grænn	Hvaða litur kemur út þegar gulu og bláu er blandað saman
None	Hvaða litur kemur út þegar rauðu og bláu er blandað saman	Fjólublár	Hvaða litur kemur út þegar rauðu og bláu er blandað saman
None	Hvaða litur kemur út þegar rauðu og grænu er blandað saman	Brúnn	Hvaða litur kemur út þegar rauðu og grænu er blandað saman
None	Hvaða litur kemur út þegar rauðu og gulu er blandað saman	Appelsínugulur	Hvaða litur kemur út þegar rauðu og gulu er blandað saman
None	Hvaða litur kemur út þegar svörtu og hvítu er blandað saman	Grár	Hvaða litur kemur út þegar svörtu og hvítu er blandað saman
None	Hvaða lýðveldi er styst frá Íslandi	Írland	Hvaða lýðveldi er styst frá Íslandi
None	Hvaða lykill á lyklaborði er næstur K vinstra megin	J	Hvaða lykill á lyklaborði er næstur K vinstra megin
None	Hvaða maður er á eins dollara seðli bandaríkjamanna	George Washington	Hvaða maður er á eins dollara seðli bandaríkjamanna
None	Hvaða mánuður er á eftir ágúst	September	Hvaða mánuður er á eftir ágúst
None	Hvaða mánuður er á eftir apríl	Maí	Hvaða mánuður er á eftir apríl
None	Hvaða mánuður er á eftir janúar	Febrúar	Hvaða mánuður er á eftir janúar
None	Hvaða mánuður er á eftir júlí	Ágúst	Hvaða mánuður er á eftir júlí
None	Hvaða mánuður er á eftir júní	Júlí	Hvaða mánuður er á eftir júní
None	Hvaða mánuður er á eftir nóvember	Desember	Hvaða mánuður er á eftir nóvember
None	Hvaða mánuður er á eftir október	Nóvember	Hvaða mánuður er á eftir október
None	Hvaða mánuður er á eftir Þorra skv. gamla tímatalinu	Góa	Hvaða mánuður er á eftir Þorra samkvæmt gamla tímatalinu
None	Hvaða mánuður er á undan apríl	Mars	Hvaða mánuður er á undan apríl
None	Hvaða mánuður er á undan desember	Nóvember	Hvaða mánuður er á undan desember
None	Hvaða mánuður er á undan febrúar	Janúar	Hvaða mánuður er á undan febrúar
None	Hvaða mánuður er á undan janúar	Desember	Hvaða mánuður er á undan janúar
None	Hvaða mánuður er á undan júlí	Júní	Hvaða mánuður er á undan júlí
None	Hvaða mánuður er á undan maí	Apríl	Hvaða mánuður er á undan maí
None	Hvaða mánuður er á undan nóvember	Október	Hvaða mánuður er á undan nóvember
None	Hvaða mánuður er á undan september	Ágúst	Hvaða mánuður er á undan september
None	Hvaða númer er á treyjunni sem Eiður Smári spilar í hjá Chelsea	22	Hvaða númer er á treyjunni sem Eiður Smári spilar í hjá Chelsea
None	Hvaða nýjung í skófatnaði kom fram árið 1790	Skóreimar	Hvaða nýjung í skófatnaði kom fram árið sautján hundruð og níutíu
None	Hvaða ofurhetju þjónaði Alfreð	Batman	Hvaða ofurhetju þjónaði Alfreð
None	Hvaða orð er alþjóðlegt tákn fyrir bókstafinn B í fjarskiptum	Bravo	Hvaða orð er alþjóðlegt tákn fyrir bókstafinn B í fjarskiptum
None	Hvaða skyndibitastaður selur Zinger-borgara	KFC	Hvaða skyndibitastaður selur Zinger borgara
None	Hvaða stríði lauk þann 11.11.1918 kl. 11	Fyrri heimstyrjöldinni	Hvaða stríði lauk þann ellefta ellefta nítján hundruð og átján klukkan ellefu
None	Hvaða sýnir tölvuúr mínútu eftir að klukkan er 23:59	00:00	Hvaða sýnir tölvuúr mínútu eftir að klukkan er tuttugu og þrjú fimmtíu og níu
None	Hvaða taflmaður getur stokkið yfir annan í skák	Riddari	Hvaða taflmaður getur stokkið yfir annan í skák
None	Hvaða taflmann, annan en peð, má hreyfa í fyrsta leik í hefbundri skák	Riddara	Hvaða taflmann annan en peð má hreyfa í fyrsta leik í hefbundri skák
None	Hvaða teiknimyndahetja datt á unga aldri í pott fullan af töfraseyði	Steinríkur	Hvaða teiknimyndahetja datt á unga aldri í pott fullan af töfraseyði
None	Hvaða teiknimyndahetja er löt, undirförul, feit, morgunsvæf, matgráðug og sjálfselsk	Grettir	Hvaða teiknimyndahetja er löt undirförul feit morgunsvæf matgráðug og sjálfselsk
None	Hvaða tónskáld var heyrnarlaust síðustu ár ævinnar	Beethoven	Hvaða tónskáld var heyrnarlaust síðustu ár ævinnar
None	Hvaða tveir Bandaríkjamenn mega ekki ferðast saman	Forsetinn og varaforsetinn	Hvaða tveir Bandaríkjamenn mega ekki ferðast saman
None	Hvaða vörumerki framleiðir rakvélar sem heita Mach3	Gillette	Hvaða vörumerki framleiðir rakvélar sem heita Mach þrjú
None	Hvaða þekkti Íslendingur fæddist 17. júni árið 1811	Jón Sigurðsson	Hvaða þekkti Íslendingur fæddist sautjándi júni árið átján hundruð og ellefu
None	Hvað er 237 metrum hærra en K2	Mount Everest	Hvað er tvö hundruð þrjátíu og sjö metrum hærra en K tvö
None	Hvað er dæmt þegar fótboltalið missir boltann út af og andstæðingurinn fær boltann	Innkast	Hvað er dæmt þegar fótboltalið missir boltann út af og andstæðingurinn fær boltann
None	Hvað er hæsta skor sem hægt er að ná með þremur pílum í pílukasti	180	Hvað er hæsta skor sem hægt er að ná með þremur pílum í pílukasti
None	Hvað er klukkan í Danmörku þegar hún er 3 á Íslandi	5	Hvað er klukkan í Danmörku þegar hún er þrjú á Íslandi
None	Hvað er klukkan í London að vetri þegar hún er 12:00 í Reykjavík	12:00	Hvað er klukkan í London að vetri þegar hún er tólf núll núll í Reykjavík
None	Hvað er klukkan í London þegar hún er 12 á Íslandi (að vetrartíma)	12	Hvað er klukkan í London þegar hún er tólf á Íslandi að vetrartíma 
None	hvað er Legolas í "Lord of the Rings"	Álfur	hvað er Legolas í Lord of the Rings 
None	Hvað er minnsta ríki heims	Vatíkanið	Hvað er minnsta ríki heims
None	Hvað er símanúmerið hjá Klukkunni	155	Hvað er símanúmerið hjá Klukkunni
None	Hvað er Stella Artois	Bjór	Hvað er Stella Artois
None	Hvað eru AA reynslusporin mörg	12	Hvað eru A A reynslusporin mörg
None	Hvað eru íslensk börn gömul þegar þau þurfa að hefja skólagöngu samkvæmt lögum	6 ára	Hvað eru íslensk börn gömul þegar þau þurfa að hefja skólagöngu samkvæmt lögum
None	Hvað eru margar hitaeiningar í glasi af vatni	0	Hvað eru margar hitaeiningar í glasi af vatni
None	Hvað eru margar hliðar á teningi	6	Hvað eru margar hliðar á teningi
None	Hvað eru margar klukkustundir í einum sólarhring	24	Hvað eru margar klukkustundir í einum sólarhring
None	Hvað eru margar vikur í einu ári	52	Hvað eru margar vikur í einu ári
None	Hvað eru margir dagar í ágúst	31	Hvað eru margir dagar í ágúst
None	Hvað eru margir dagar í apríl	30	Hvað eru margir dagar í apríl
None	Hvað eru margir dagar í árinu (ekki hlaupaár)	365	Hvað eru margir dagar í árinu ekki hlaupaár 
None	Hvað eru margir dagar í desember	31	Hvað eru margir dagar í desember
None	Hvað eru margir dagar í febrúar (ekki hlaupár)	28	Hvað eru margir dagar í febrúar ekki hlaupár 
None	Hvað eru margir dagar í hlaupári	366	Hvað eru margir dagar í hlaupári
